./corpus/data//test01.txt
	中文	 0.05269539969169174
	不会	 0.02432095370385773
	现在	 0.02026746141988144
	老师	 0.016213969135905153
		 0.012160476851928864
	中国	 0.012160476851928864
	日本	 0.012160476851928864
	小学	 0.012160476851928864
	很多	 0.012160476851928864
	毕业	 0.012160476851928864
	想学	 0.008106984567952577
	忘记	 0.008106984567952577
	全世界	 0.008106984567952577
	大家	 0.008106984567952577
	已经	 0.008106984567952577
	排名	 0.008106984567952577
	六年	 0.008106984567952577
	何理家	 0.008106984567952577
	道理	 0.008106984567952577
	以前	 0.008106984567952577
	知道	 0.008106984567952577
	就要	 0.008106984567952577
	母校	 0.008106984567952577
	有读	 0.004053492283976288
	朋友	 0.004053492283976288
	重要	 0.004053492283976288
	公学	 0.004053492283976288
	如今	 0.004053492283976288
	入学	 0.004053492283976288
	发展	 0.004053492283976288
	10	 0.004053492283976288
	不要	 0.004053492283976288
	知识	 0.004053492283976288
	教导	 0.004053492283976288
	英文	 0.004053492283976288
	初中	 0.004053492283976288
	一眨眼	 0.004053492283976288
	多么	 0.004053492283976288
	告别	 0.004053492283976288
	战争	 0.004053492283976288
	我读	 0.004053492283976288
	印华	 0.004053492283976288
	永远	 0.004053492283976288
	喜欢	 0.004053492283976288
	我刚	 0.004053492283976288
	学到	 0.004053492283976288
	觉得	 0.004053492283976288
	这要	 0.004053492283976288
	离开	 0.004053492283976288
	今天	 0.004053492283976288
	语言	 0.004053492283976288
	收获	 0.004053492283976288
	国家	 0.004053492283976288
	很快	 0.004053492283976288
	还要	 0.004053492283976288
	我会	 0.004053492283976288
	地方	 0.004053492283976288
	不同	 0.004053492283976288
	礼貌	 0.004053492283976288
	不是	 0.004053492283976288
	今年	 0.004053492283976288
	生活	 0.004053492283976288
	陪伴	 0.004053492283976288
	新港	 0.004053492283976288
	15	 0.004053492283976288
	继续	 0.004053492283976288
	第一	 0.004053492283976288
	山口	 0.004053492283976288
	越来越	 0.004053492283976288
	字母	 0.004053492283976288
	人想学	 0.004053492283976288
	要说	 0.004053492283976288
	记得	 0.004053492283976288
	努力	 0.004053492283976288
	魅力	 0.004053492283976288
	感谢	 0.004053492283976288
	一起	 0.004053492283976288
	辛苦	 0.004053492283976288
	旅游	 0.004053492283976288
	学好	 0.004053492283976288
	町	 0.0
	讲	 0.0
	盐	 0.0
	差	 0.0
	完	 0.0
	里	 0.0
	间	 0.0
	洋	 0.0
	才	 0.0
	字	 -0.0023711409830886807
	刚	 -0.0023711409830886807
	去	 -0.004742281966177361
	岁	 -0.004742281966177361
	好	 -0.008106984567952577
	教	 -0.008106984567952577
	会	 -0.009411917616573685
	想	 -0.012849266534129938
	很	 -0.014652198461934128
	读	 -0.019273899801194906
	学	 -0.021892423121656037
	人	 -0.04864190740771546
	都	 -0.056748891975668035
./corpus/data//test02.txt
	印尼	 0.04443251157435546
		 0.035546009259484375
	雅加达	 0.026659506944613283
	餐厅	 0.017773004629742187
	巴厘岛	 0.017773004629742187
	旅行社	 0.017773004629742187
	服务	 0.017773004629742187
	接待	 0.017773004629742187
	婚纱	 0.017773004629742187
	中国	 0.017773004629742187
	会展	 0.008886502314871094
	变更	 0.008886502314871094
	主要	 0.008886502314871094
	业务	 0.008886502314871094
	签证	 0.008886502314871094
	千岛	 0.008886502314871094
	提供	 0.008886502314871094
	Sulaiman	 0.008886502314871094
	风味	 0.008886502314871094
	地接社	 0.008886502314871094
	第一家	 0.008886502314871094
	顾客	 0.008886502314871094
	开业	 0.008886502314871094
	婚礼	 0.008886502314871094
	注册	 0.008886502314871094
	西北	 0.008886502314871094
	穆斯林	 0.008886502314871094
	受到	 0.008886502314871094
	预订	 0.008886502314871094
	地接	 0.008886502314871094
	国际	 0.008886502314871094
	Resto	 0.008886502314871094
	办理	 0.008886502314871094
	商务	 0.008886502314871094
	公务	 0.008886502314871094
	语言	 0.008886502314871094
	中文	 0.008886502314871094
	艾孚	 0.008886502314871094
	以来	 0.008886502314871094
	机票	 0.008886502314871094
	自由	 0.008886502314871094
	各阶层	 0.008886502314871094
	酒店	 0.008886502314871094
	旅行	 0.008886502314871094
	策划	 0.008886502314871094
	青睐	 0.008886502314871094
	回民	 0.008886502314871094
	2012	 0.008886502314871094
	专业	 0.008886502314871094
	租车	 0.008886502314871094
	租赁	 0.008886502314871094
	企业	 0.008886502314871094
	中心	 0.008886502314871094
	摄影	 0.008886502314871094
	微信	 0.008886502314871094
	一手	 0.008886502314871094
	承办	 0.008886502314871094
	公众	 0.008886502314871094
	看	 0.0
	号	 0.0
	年	 -0.011747317075309679
	行	 -0.011747317075309679
